local	gen	bloco	np	bact	antfo	antva	manfo	manva	rend	mmg	def	dem
CH2ES	IAC Diplomata	3	101	6	1	1	4	2	1838,36206896552	217,662068965517	31	87
CH2ES	IAC Diplomata	4	98	4	1	1	5	2	2632,12005108557	227,818390804598	32	93
IT2ES	IAC Diplomata	1	75	NA	1	NA	6	2	2529,7	228,2	38	87
IT2ES	IAC Diplomata	2	77	NA	1	NA	6	4	2346,7	179,6	38	87
IT2ES	IAC Diplomata	3	78	NA	1	NA	6	4	2761,7	233,9	38	93
IT2ES	IAC Diplomata	4	81	NA	1	NA	7	3	2202,1	178,5	38	93
XA2ES	IAC Diplomata	1	89	6	3	3	5	1	2351,05683269476	NA	NA	NA
XA2ES	IAC Diplomata	2	96	3	2	1	4	1	2671,58365261814	NA	NA	NA
XA2ES	IAC Diplomata	3	86	2	1	1	4	2	2977,21264367816	NA	NA	NA
XA2ES	IAC Diplomata	4	90	3	2	1	4	4	1666,74648786718	NA	NA	NA
CH1ES	IAC Formoso	1	91	4	1	1	1	1	2778,38441890166	254,528735632184	41	95
CH1ES	IAC Formoso	2	98	6	1	1	1	1	4286,95402298851	248,855172413793	40	95
CH1ES	IAC Formoso	3	83	5	1	1	1	1	3824,29118773946	264,303448275862	39	95
CH1ES	IAC Formoso	4	83	4	1	1	1	1	2191,9220945083	241,72183908046	42	95
PS1ES	IAC Formoso	1	80	6	1	1	1	5	4408,68	255,92	NA	NA
PS1ES	IAC Formoso	2	102	6	2	2	2	2	4701,17	260,37	NA	NA
PS1ES	IAC Formoso	3	96	7	1	1	1	5	5023,45	262,18	NA	NA
PS1ES	IAC Formoso	4	96	7	2	2	2	5	3562,74	270,44	NA	NA
CA1ES	IAC Formoso	1	74	1	1	1	1	1	2900,14367816092	244,655172413793	42	112
CA1ES	IAC Formoso	2	76	1	1	1	1	1	2597,53831417625	236,88275862069	43	112
CA1ES	IAC Formoso	3	82	6	1	1	1	1	2584,62962962963	247,24367816092	42	112
CA1ES	IAC Formoso	4	69	3	1	1	1	1	2222,969348659	258,88275862069	43	112
CN1ES	IAC Formoso	1	85	NA	NA	NA	NA	NA	2783,34610472541	259,273563218391	40	84
CN1ES	IAC Formoso	2	101	NA	NA	NA	NA	NA	3157,72669220945	253,057471264368	41	84
CN1ES	IAC Formoso	3	67	NA	NA	NA	NA	NA	2455,18518518519	240,8	40	84
CN1ES	IAC Formoso	4	99	NA	NA	NA	NA	NA	2026,16538952746	264,183908045977	40	84
CH2ES	IAC Formoso	1	88	5	1	1	3	2	2679,93614303959	257,406896551724	34	93
CH2ES	IAC Formoso	2	104	6	1	1	4	2	2656,09195402299	253,425287356322	33	87
CH2ES	IAC Formoso	3	88	5	1	1	4	2	2150,47892720306	260,358620689655	32	93
CH2ES	IAC Formoso	4	103	6	1	1	4	1	2181,52298850575	254,919540229885	33	87
IT2ES	IAC Formoso	1	76	NA	1	NA	3	2	1728,5	204,3	38	90
IT2ES	IAC Formoso	2	76	NA	1	NA	2	1	2275,3	215,5	38	91
IT2ES	IAC Formoso	3	75	NA	1	NA	2	2	2084,8	233,9	38	102
IT2ES	IAC Formoso	4	80	NA	1	NA	4	2	1851,9	193,1	38	101
UR2ES	IAC Formoso	1	44	1	1	1	4	5	1208,78	NA	41	94
UR2ES	IAC Formoso	2	69	1	1	1	3	4	2596,48	NA	41	96
UR2ES	IAC Formoso	3	69	1	1	1	4	5	2710,31	NA	41	94
UR2ES	IAC Formoso	4	50	1	1	1	4	4	2633,84	NA	41	94
XA2ES	IAC Formoso	1	91	3	3	1	5	1	1485,05747126437	NA	NA	NA
XA2ES	IAC Formoso	2	80	4	1	1	3	1	2365,48850574713	NA	NA	NA
XA2ES	IAC Formoso	3	71	2	1	1	3	1	2038,28863346105	NA	NA	NA
XA2ES	IAC Formoso	4	87	2	3	1	3	2	1947,50957854406	NA	NA	NA
CH1ES	IAC Imperador 	1	89	2	1	1	1	1	3652,57343550447	258,804597701149	34	84
CH1ES	IAC Imperador 	2	84	1	1	1	1	1	3966,66666666667	276	36	95
CH1ES	IAC Imperador 	3	85	1	1	1	1	1	3707,64687100894	248,234482758621	36	95
CH1ES	IAC Imperador 	4	80	4	1	1	1	1	3292,66922094508	258,296551724138	36	95
PS1ES	IAC Imperador 	1	83	3	1	4	1	6	4022,22	242,00	NA	NA
PS1ES	IAC Imperador 	2	88	5	5	5	4	5	4673,44	247,13	NA	NA
PS1ES	IAC Imperador 	3	82	7	2	5	5	7	4197,22	242,00	NA	NA
PS1ES	IAC Imperador 	4	72	3	3	6	4	6	4437,47	244,84	NA	NA
CA1ES	IAC Imperador 	1	74	6	1	7	1	1	3012,63409961686	232,473563218391	38	98
CA1ES	IAC Imperador 	2	79	4	1	3	5	1	3289,59770114943	237,227586206897	40	94
CA1ES	IAC Imperador 	3	75	2	1	5	5	3	3951,7975734355	256,880459770115	41	98
CA1ES	IAC Imperador 	4	83	3	1	1	5	5	4359,42528735632	251,255172413793	41	94
CN1ES	IAC Imperador 	1	80	NA	NA	NA	NA	NA	3082,41379310345	257,213793103448	35	84
CN1ES	IAC Imperador 	2	83	NA	NA	NA	NA	NA	3224,67432950192	251,475862068966	35	84
CN1ES	IAC Imperador 	3	89	NA	NA	NA	NA	NA	2320,35759897829	239,779310344828	34	84
CN1ES	IAC Imperador 	4	83	NA	NA	NA	NA	NA	2905,65772669221	241,393103448276	35	84
CH2ES	IAC Imperador 	1	84	6	1	1	4	5	2390,63856960409	233,655172413793	29	87
CH2ES	IAC Imperador 	2	86	7	1	1	5	3	2663,33333333333	239,213793103448	29	87
CH2ES	IAC Imperador 	3	98	7	1	1	4	2	2282,43295019157	234,206896551724	28	87
CH2ES	IAC Imperador 	4	105	7	1	1	5	5	2328,43869731801	225,866666666667	30	87
IT2ES	IAC Imperador 	1	73	NA	1	NA	5	5	2071,6	203,0	32	87
IT2ES	IAC Imperador 	2	76	NA	1	NA	7	6	2565,8	207,4	33	85
IT2ES	IAC Imperador 	3	77	NA	1	NA	7	4	1574,2	185,6	38	101
IT2ES	IAC Imperador 	4	77	NA	1	NA	7	4	2740,2	219,4	38	93
UR2ES	IAC Imperador 	1	66	1	1	1	6	6	2504,33	NA	41	94
UR2ES	IAC Imperador 	2	63	1	1	1	7	6	2318,58	NA	41	94
UR2ES	IAC Imperador 	3	34	1	1	1	6	5	1706,46	NA	41	94
UR2ES	IAC Imperador 	4	44	1	1	1	6	6	1954,81	NA	41	94
XA2ES	IAC Imperador 	1	60	2	3	3	5	3	2623,24393358876	NA	NA	NA
XA2ES	IAC Imperador 	2	83	4	2	1	5	3	2784,61685823755	NA	NA	NA
XA2ES	IAC Imperador 	3	83	3	2	7	4	4	2840,16602809706	NA	NA	NA
XA2ES	IAC Imperador 	4	50	4	3	1	4	2	1658,25351213282	NA	NA	NA
CH1ES	IPR Campos Gerais	1	92	1	1	1	1	1	4248,54406130268	267,834482758621	37	95
CH1ES	IPR Campos Gerais	2	97	1	1	1	1	1	4107,58620689655	232,386206896552	40	95
CH1ES	IPR Campos Gerais	3	100	2	1	1	1	1	3991,92848020434	252,298850574713	39	95
CH1ES	IPR Campos Gerais	4	109	1	1	1	1	1	4167,42656449553	265,694252873563	39	95
PS1ES	IPR Campos Gerais	1	93	2	3	6	4	2	4843,93	249,68	NA	NA
PS1ES	IPR Campos Gerais	2	99	2	3	5	2	4	5838,89	250,00	NA	NA
PS1ES	IPR Campos Gerais	3	95	4	5	6	5	7	4841,06	247,41	NA	NA
PS1ES	IPR Campos Gerais	4	92	2	5	8	4	7	5092,75	257,18	NA	NA
CA1ES	IPR Campos Gerais	1	70	1	1	4	1	1	3045,88441890166	221,064367816092	42	98
CA1ES	IPR Campos Gerais	2	75	1	1	5	2	1	3884,39655172414	247,413793103448	43	94
CA1ES	IPR Campos Gerais	3	79	2	1	1	1	3	4609,99361430396	255,627586206897	43	98
CA1ES	IPR Campos Gerais	4	81	2	1	1	4	3	3964,61047254151	280,740229885057	43	98
CN1ES	IPR Campos Gerais	1	90	NA	NA	NA	NA	NA	2878,00127713921	254,252873563218	36	84
CN1ES	IPR Campos Gerais	2	93	NA	NA	NA	NA	NA	4249,20498084291	257,28275862069	35	84
CN1ES	IPR Campos Gerais	3	90	NA	NA	NA	NA	NA	3926,56449553001	253,057471264368	35	84
CN1ES	IPR Campos Gerais	4	96	NA	NA	NA	NA	NA	3718,5632183908	259,634482758621	35	84
CH2ES	IPR Campos Gerais	1	95	3	1	3	3	3	2648,92081736909	237,898850574713	30	93
CH2ES	IPR Campos Gerais	2	107	4	1	4	3	3	2661,74329501916	240,052873563218	30	87
CH2ES	IPR Campos Gerais	3	104	3	1	4	4	3	2677,75223499361	249,526436781609	30	87
CH2ES	IPR Campos Gerais	4	95	4	1	4	4	4	2688,0938697318	243,154022988506	30	87
IT2ES	IPR Campos Gerais	1	77	NA	1	NA	5	4	1762,5	200,5	38	88
IT2ES	IPR Campos Gerais	2	79	NA	3	NA	5	4	2084,5	235,3	39	89
IT2ES	IPR Campos Gerais	3	76	NA	2	NA	5	5	1499,6	220,8	38	93
IT2ES	IPR Campos Gerais	4	79	NA	1	NA	3	2	2112,8	203,6	38	101
UR2ES	IPR Campos Gerais	1	50	1	1	1	5	4	2039,74	NA	41	94
UR2ES	IPR Campos Gerais	2	66	1	1	1	6	5	2516,73	NA	41	94
UR2ES	IPR Campos Gerais	3	53	1	1	1	4	3	2513,74	NA	41	94
UR2ES	IPR Campos Gerais	4	57	1	1	1	6	5	3030,69	NA	41	94
XA2ES	IPR Campos Gerais	1	85	2	2	7	5	3	3165,55555555556	NA	NA	NA
XA2ES	IPR Campos Gerais	2	70	3	4	8	4	2	1899,31034482759	NA	NA	NA
XA2ES	IPR Campos Gerais	3	87	2	2	1	2	1	2297,03703703704	NA	NA	NA
XA2ES	IPR Campos Gerais	4	93	4	3	1	3	2	2097,3754789272	NA	NA	NA
CH1ES	IPR Quero-Quero 	1	97	1	4	5	1	1	4639,50191570881	275,048275862069	38	95
CH1ES	IPR Quero-Quero 	2	85	1	1	1	1	1	4476,28352490421	270,220689655172	40	95
CH1ES	IPR Quero-Quero 	3	86	1	1	1	1	1	3543,71647509578	253,737931034483	40	95
CH1ES	IPR Quero-Quero 	4	88	1	1	1	1	1	4492,72030651341	262,331034482759	37	95
PS1ES	IPR Quero-Quero 	1	86	4	7	8	1	1	3704,45	228,00	NA	NA
PS1ES	IPR Quero-Quero 	2	84	2	5	6	2	6	4400,70	245,12	NA	NA
PS1ES	IPR Quero-Quero 	3	85	2	6	8	6	6	4662,07	254,23	NA	NA
PS1ES	IPR Quero-Quero 	4	61	2	6	8	5	5	3534,82	243,72	NA	NA
CA1ES	IPR Quero-Quero 	1	79	1	6	6	1	1	2313,5632183908	211,972413793103	43	112
CA1ES	IPR Quero-Quero 	2	76	1	4	5	1	1	2144,21455938697	230,731034482759	43	112
CA1ES	IPR Quero-Quero 	3	64	3	1	6	1	1	2043,5632183908	234,124137931034	42	112
CA1ES	IPR Quero-Quero 	4	72	1	1	1	1	1	3576,72413793103	240,206896551724	43	112
CN1ES	IPR Quero-Quero 	1	74	NA	NA	NA	NA	NA	3308,46104725415	250,937931034483	36	84
CN1ES	IPR Quero-Quero 	2	85	NA	NA	NA	NA	NA	3320,45019157088	243,549425287356	36	84
CN1ES	IPR Quero-Quero 	3	80	NA	NA	NA	NA	NA	3243,67816091954	268,248275862069	36	84
CN1ES	IPR Quero-Quero 	4	93	NA	NA	NA	NA	NA	3109,88505747126	235,696551724138	36	84
CH2ES	IPR Quero-Quero 	1	108	2	1	4	2	2	3354,48275862069	246,289655172414	30	93
CH2ES	IPR Quero-Quero 	2	122	2	1	1	3	3	2900	230	31	93
CH2ES	IPR Quero-Quero 	3	104	2	1	4	3	2	2419,15708812261	229,6	30	93
CH2ES	IPR Quero-Quero 	4	102	4	1	6	3	4	2226,01851851852	216,533333333333	34	93
IT2ES	IPR Quero-Quero 	1	77	NA	1	NA	3	2	2395,6	205,3	38	91
IT2ES	IPR Quero-Quero 	2	76	NA	1	NA	3	2	2431,9	220,3	37	94
IT2ES	IPR Quero-Quero 	3	78	NA	4	NA	5	3	2257,9	204,2	38	101
IT2ES	IPR Quero-Quero 	4	76	NA	1	NA	3	2	2276,3	210,9	38	101
UR2ES	IPR Quero-Quero 	1	53	1	1	1	4	3	2119,03	NA	41	96
UR2ES	IPR Quero-Quero 	2	77	1	1	1	4	5	2932,77	NA	41	96
UR2ES	IPR Quero-Quero 	3	41	1	1	1	4	4	2590,80	NA	41	96
UR2ES	IPR Quero-Quero 	4	67	1	1	1	4	4	2902,99	NA	41	96
XA2ES	IPR Quero-Quero 	1	72	3	2	5	5	4	2187,58620689655	NA	NA	NA
XA2ES	IPR Quero-Quero 	2	99	4	1	1	4	1	2813,89846743295	NA	NA	NA
XA2ES	IPR Quero-Quero 	3	87	3	6	8	3	3	1610,2809706258	NA	NA	NA
XA2ES	IPR Quero-Quero 	4	84	3	2	5	5	2	2294,63282247765	NA	NA	NA
CH1ES	IPR Tangará	1	112	1	1	1	1	1	4409,83397190294	290,620689655172	38	95
CH1ES	IPR Tangará	2	87	1	1	1	1	1	4212,41379310345	305,875862068966	41	95
CH1ES	IPR Tangará	3	79	1	1	1	1	1	3580,65772669221	287,333333333333	37	95
CH1ES	IPR Tangará	4	94	1	1	1	1	1	3763,55044699872	289,333333333333	41	95
PS1ES	IPR Tangará	1	96	4	4	6	1	1	5182,50	259,40	NA	NA
PS1ES	IPR Tangará	2	79	3	6	8	1	1	3023,59	247,43	NA	NA
PS1ES	IPR Tangará	3	100	5	7	7	3	6	3882,40	249,97	NA	NA
PS1ES	IPR Tangará	4	86	4	3	7	2	4	3640,18	267,08	NA	NA
CA1ES	IPR Tangará	1	73	5	6	6	1	1	2438,5632183908	220,924137931034	41	98
CA1ES	IPR Tangará	2	85	5	7	7	1	1	3747,22860791826	247,577011494253	41	94
CA1ES	IPR Tangará	3	74	1	1	1	3	1	3834,75734355045	280,386206896552	42	98
CA1ES	IPR Tangará	4	74	3	1	1	4	3	3364,01340996169	284,951724137931	42	98
CN1ES	IPR Tangará	1	50	NA	NA	NA	NA	NA	2178,26309067688	267,498850574713	36	84
CN1ES	IPR Tangará	2	89	NA	NA	NA	NA	NA	3458,61430395913	258,864367816092	36	84
CN1ES	IPR Tangará	3	77	NA	NA	NA	NA	NA	3399,42528735632	269,234482758621	36	84
CN1ES	IPR Tangará	4	81	NA	NA	NA	NA	NA	2750,70881226054	274,165517241379	36	84
CH2ES	IPR Tangará	1	105	3	1	4	3	4	3022,22222222222	268	31	93
CH2ES	IPR Tangará	2	96	3	1	4	4	2	2869,17305236271	253,448275862069	32	93
CH2ES	IPR Tangará	3	91	4	1	1	5	2	3092,41379310345	270,124137931034	32	93
CH2ES	IPR Tangará	4	101	3	1	1	3	2	2880,39591315453	270,850574712644	32	93
IT2ES	IPR Tangará	1	76	NA	1	NA	3	2	2792,2	220,3	38	91
IT2ES	IPR Tangará	2	79	NA	2	NA	5	3	1173,6	189,9	38	91
IT2ES	IPR Tangará	3	80	NA	1	NA	5	2	2742,5	206,5	38	101
IT2ES	IPR Tangará	4	79	NA	1	NA	4	3	1924,5	202,5	38	101
UR2ES	IPR Tangará	1	66	1	1	1	6	5	1789,22	NA	41	94
UR2ES	IPR Tangará	2	68	1	1	1	5	4	2180,98	NA	41	94
UR2ES	IPR Tangará	3	62	1	1	1	5	4	2138,24	NA	41	94
UR2ES	IPR Tangará	4	60	1	1	1	4	3	1925,22	NA	41	94
XA2ES	IPR Tangará	1	77	3	3	1	4	3	2833,2343550447	NA	NA	NA
XA2ES	IPR Tangará	2	71	3	6	8	4	1	1380,05747126437	NA	NA	NA
XA2ES	IPR Tangará	3	76	3	5	7	3	2	1811,27075351213	NA	NA	NA
XA2ES	IPR Tangará	4	91	2	6	9	4	5	1775,88122605364	NA	NA	NA
CH1ES	IPR Tuiuiu	1	101	1	1	1	1	1	3997,27969348659	245,151724137931	40	95
CH1ES	IPR Tuiuiu	2	96	1	1	1	1	1	3884,39655172414	255,331034482759	41	95
CH1ES	IPR Tuiuiu	3	86	1	1	1	1	1	3491,48148148148	236,413793103448	42	95
CH1ES	IPR Tuiuiu	4	93	1	1	1	1	1	3980,1724137931	245,689655172414	40	95
PS1ES	IPR Tuiuiu	1	85	2	4	6	1	6	5333,26	228,86	NA	NA
PS1ES	IPR Tuiuiu	2	93	4	1	1	3	6	5083,71	229,92	NA	NA
PS1ES	IPR Tuiuiu	3	89	6	5	6	4	5	4584,08	243,20	NA	NA
PS1ES	IPR Tuiuiu	4	85	4	4	8	5	4	4571,64	223,26	NA	NA
CA1ES	IPR Tuiuiu	1	83	4	1	3	1	1	3571,71455938697	238,365517241379	43	94
CA1ES	IPR Tuiuiu	2	75	3	1	3	4	1	3192,2349936143	259,751724137931	41	112
CA1ES	IPR Tuiuiu	3	91	2	1	1	4	5	3780,21711366539	256,880459770115	43	94
CA1ES	IPR Tuiuiu	4	79	3	1	2	4	1	3615,86206896552	238,105747126437	43	98
CN1ES	IPR Tuiuiu	1	105	NA	NA	NA	NA	NA	3267,43295019157	248,64367816092	39	84
CN1ES	IPR Tuiuiu	2	88	NA	NA	NA	NA	NA	2295,22669220945	231,32183908046	39	84
CN1ES	IPR Tuiuiu	3	80	NA	NA	NA	NA	NA	2330,45977011494	242,367816091954	39	84
CN1ES	IPR Tuiuiu	4	100	NA	NA	NA	NA	NA	2112,95019157088	247,613793103448	39	84
CH2ES	IPR Tuiuiu	1	87	5	1	1	2	3	2613,86334610473	217,151724137931	30	87
CH2ES	IPR Tuiuiu	2	93	6	1	1	5	3	2712,60536398467	227,466666666667	29	87
CH2ES	IPR Tuiuiu	3	86	3	1	1	4	2	2501,4687100894	221,425287356322	31	87
CH2ES	IPR Tuiuiu	4	86	4	1	1	4	2	2749,04214559387	231,579310344828	31	87
IT2ES	IPR Tuiuiu	1	74	NA	1	NA	7	4	2562,6	213,3	35	84
IT2ES	IPR Tuiuiu	2	76	NA	1	NA	6	5	1827,8	186,0	37	87
IT2ES	IPR Tuiuiu	3	74	NA	1	NA	6	4	1854,8	200,8	38	93
IT2ES	IPR Tuiuiu	4	78	NA	1	NA	5	3	1652,2	193,2	38	101
UR2ES	IPR Tuiuiu	1	71	1	1	1	6	5	1680,37	NA	41	94
UR2ES	IPR Tuiuiu	2	58	1	1	1	6	4	2165,59	NA	41	96
UR2ES	IPR Tuiuiu	3	53	1	1	1	7	5	2083,46	NA	41	94
UR2ES	IPR Tuiuiu	4	42	1	1	1	4	3	2293,05	NA	41	94
XA2ES	IPR Tuiuiu	1	78	3	3	5	3	1	2836,80076628352	NA	NA	NA
XA2ES	IPR Tuiuiu	2	76	3	1	1	3	4	2110,34482758621	NA	NA	NA
XA2ES	IPR Tuiuiu	3	60	2	5	7	3	1	1900	NA	NA	NA
XA2ES	IPR Tuiuiu	4	82	2	1	1	3	2	2106,25798212005	NA	NA	NA
CH1ES	IPR Uirapuru	1	104	1	1	1	1	1	4081,96040868455	262,48275862069	42	95
CH1ES	IPR Uirapuru	2	112	1	1	1	1	1	4079,48914431673	251,420689655172	43	95
CH1ES	IPR Uirapuru	3	101	1	1	1	1	1	3816,07279693487	252,468965517241	41	95
CH1ES	IPR Uirapuru	4	102	1	1	1	1	1	3975,11494252874	265,227586206897	41	95
PS1ES	IPR Uirapuru	1	94	3	3	7	1	2	4125,48	221,52	NA	NA
PS1ES	IPR Uirapuru	1	80	6	3	1	2	4	4104,06	222,02	NA	NA
PS1ES	IPR Uirapuru	2	99	4	5	5	5	4	5623,78	240,34	NA	NA
PS1ES	IPR Uirapuru	2	84	6	1	1	3	1	3655,29	241,28	NA	NA
PS1ES	IPR Uirapuru	3	85	5	2	4	5	6	4056,95	239,53	NA	NA
PS1ES	IPR Uirapuru	3	66	4	1	5	4	6	4125,29	234,76	NA	NA
PS1ES	IPR Uirapuru	4	99	4	4	7	5	4	4835,62	244,50	NA	NA
PS1ES	IPR Uirapuru	4	88	6	4	4	3	6	4877,57	241,01	NA	NA
CA1ES	IPR Uirapuru	1	76	1	1	5	5	1	5454,03575989783	248,806896551724	42	94
CA1ES	IPR Uirapuru	2	71	2	4	5	1	1	3376,62835249042	243,310344827586	42	94
CA1ES	IPR Uirapuru	3	73	2	1	1	3	4	4283,18965517241	253,551724137931	42	98
CA1ES	IPR Uirapuru	4	75	2	1	5	5	4	4028,05555555556	260,802298850575	43	98
CN1ES	IPR Uirapuru	1	96	NA	NA	NA	NA	NA	3259,11877394636	256,363218390805	36	84
CN1ES	IPR Uirapuru	2	76	NA	NA	NA	NA	NA	3749,25287356322	239,379310344828	35	84
CN1ES	IPR Uirapuru	3	80	NA	NA	NA	NA	NA	2992,23818646232	240,914942528736	36	84
CN1ES	IPR Uirapuru	4	80	NA	NA	NA	NA	NA	3048,50574712644	241,220689655172	36	84
CH2ES	IPR Uirapuru	1	94	4	1	2	4	4	3170,87164750958	234,758620689655	31	87
CH2ES	IPR Uirapuru	2	91	6	1	1	4	2	2436,94444444444	230,303448275862	30	87
CH2ES	IPR Uirapuru	3	70	3	1	1	4	2	2664,36781609195	241,758620689655	31	87
CH2ES	IPR Uirapuru	4	98	4	1	1	4	4	2634,33908045977	233,896551724138	32	87
IT2ES	IPR Uirapuru	1	80	NA	1	NA	6	3	1777,8	216,0	37	86
IT2ES	IPR Uirapuru	2	72	NA	1	NA	6	4	2275,5	204,1	37	86
IT2ES	IPR Uirapuru	3	79	NA	2	NA	5	4	801,3	178,1	38	101
IT2ES	IPR Uirapuru	4	71	NA	1	NA	4	3	1966,4	207,0	38	101
UR2ES	IPR Uirapuru	1	67	1	1	1	6	6	1729,96	NA	41	94
UR2ES	IPR Uirapuru	1	60	1	1	1	6	6	1606,32	NA	41	94
UR2ES	IPR Uirapuru	2	49	1	1	1	4	4	2336,28	NA	41	94
UR2ES	IPR Uirapuru	2	59	1	1	1	6	4	2216,93	NA	41	94
UR2ES	IPR Uirapuru	3	57	1	1	1	5	6	2338,97	NA	41	94
UR2ES	IPR Uirapuru	3	81	1	1	1	7	5	1911,16	NA	41	94
UR2ES	IPR Uirapuru	4	53	1	1	1	4	6	2463,86	NA	41	94
UR2ES	IPR Uirapuru	4	39	1	1	1	4	4	1891,11	NA	41	94
XA2ES	IPR Uirapuru	1	85	4	3	5	1	1	2500,93550446999	NA	NA	NA
XA2ES	IPR Uirapuru	2	72	3	2	1	4	3	2791,76245210728	NA	NA	NA
XA2ES	IPR Uirapuru	3	74	2	3	7	2	2	2168,25670498084	NA	NA	NA
XA2ES	IPR Uirapuru	4	81	4	3	3	4	2	2618,30779054917	NA	NA	NA
CH1ES	Pérola	1	70	1	1	1	1	1	3319,19540229885	273,462068965517	42	95
CH1ES	Pérola	2	88	1	1	1	1	1	3738,69731800766	292,937931034483	41	95
CH1ES	Pérola	3	88	1	1	1	1	1	3584,75095785441	298,875862068966	37	95
CH1ES	Pérola	4	83	1	1	1	1	1	4118,62068965517	291,972413793103	40	95
PS1ES	Pérola	1	86	2	5	8	1	1	3808,33	252,00	NA	NA
PS1ES	Pérola	2	77	3	5	8	2	6	3101,15	259,45	NA	NA
PS1ES	Pérola	3	93	2	6	8	3	3	5246,90	270,12	NA	NA
PS1ES	Pérola	4	96	2	6	9	3	3	4131,77	256,11	NA	NA
CA1ES	Pérola	1	71	1	1	4	1	1	3592,12005108557	292,974712643678	42	98
CA1ES	Pérola	2	80	3	1	1	1	1	4139,82120051086	317,75632183908	41	94
CA1ES	Pérola	3	77	2	1	4	3	1	3917,80332056194	304,110344827586	42	98
CA1ES	Pérola	4	78	2	1	1	3	3	3522,66922094508	300,919540229885	42	98
CN1ES	Pérola	1	86	NA	NA	NA	NA	NA	2558,3748403576	303,671264367816	38	84
CN1ES	Pérola	2	89	NA	NA	NA	NA	NA	1831,75287356322	308,586206896552	37	84
CN1ES	Pérola	3	87	NA	NA	NA	NA	NA	2483,18965517241	315,95632183908	37	84
CN1ES	Pérola	4	88	NA	NA	NA	NA	NA	2392,6724137931	305,006896551724	37	84
CH2ES	Pérola	1	94	3	1	1	3	4	3462,89910600255	290,55632183908	32	87
CH2ES	Pérola	2	87	3	1	1	3	2	2942,10089399745	251,291954022989	31	93
CH2ES	Pérola	3	93	2	1	1	3	1	3507,07535121328	291,664367816092	31	93
CH2ES	Pérola	4	80	3	1	4	4	3	2473,30779054917	270,988505747126	34	93
IT2ES	Pérola	1	74	NA	1	NA	4	3	3178,2	268,4	38	88
IT2ES	Pérola	2	70	NA	1	NA	4	1	2892,0	213,8	37	91
IT2ES	Pérola	3	79	NA	1	NA	5	3	1839,5	198,4	38	101
IT2ES	Pérola	4	74	NA	1	NA	6	3	1607,5	234,5	38	93
UR2ES	Pérola	1	51	1	1	1	5	4	1828,25	NA	41	96
UR2ES	Pérola	2	62	1	1	1	6	5	2125,52	NA	41	94
UR2ES	Pérola	3	35	1	1	1	4	4	1692,90	NA	41	94
UR2ES	Pérola	4	63	1	1	1	5	4	2803,37	NA	41	94
XA2ES	Pérola	1	83	2	2	8	3	1	1997,58939974457	NA	NA	NA
XA2ES	Pérola	2	55	2	5	6	3	1	2668,65261813538	NA	NA	NA
XA2ES	Pérola	3	67	2	3	1	3	1	1689,14431673052	NA	NA	NA
XA2ES	Pérola	4	70	3	4	6	3	2	1314,09642401022	NA	NA	NA
CH1ES	SCS 204 - Predileto	1	91	1	1	1	1	1	4642,6085568327	234,64367816092	40	95
CH1ES	SCS 204 - Predileto	2	98	1	1	1	1	1	4154,48275862069	226,427586206897	38	95
CH1ES	SCS 204 - Predileto	3	107	2	1	1	1	1	4266,33461047254	232,202298850575	37	95
CH1ES	SCS 204 - Predileto	4	98	1	1	1	1	1	3800	222	37	95
PS1ES	SCS 204 - Predileto	1	88	5	3	7	1	4	4605,11	224,55	NA	NA
PS1ES	SCS 204 - Predileto	2	84	4	6	8	3	4	4279,93	208,13	NA	NA
PS1ES	SCS 204 - Predileto	3	88	5	5	6	6	8	4495,57	221,01	NA	NA
PS1ES	SCS 204 - Predileto	4	84	1	4	7	1	8	3929,29	224,05	NA	NA
CA1ES	SCS 204 - Predileto	1	75	4	1	4	1	1	3218,66219667944	211,735632183908	41	98
CA1ES	SCS 204 - Predileto	2	78	1	3	5	3	1	3671,27713920817	235,310344827586	43	94
CA1ES	SCS 204 - Predileto	3	82	1	1	1	5	1	3841,72413793103	230,503448275862	43	98
CA1ES	SCS 204 - Predileto	4	78	3	1	1	4	3	3328,77394636015	251,772413793103	42	98
CN1ES	SCS 204 - Predileto	1	101	NA	NA	NA	NA	NA	4855,24265644955	212,491954022988	36	84
CN1ES	SCS 204 - Predileto	2	95	NA	NA	NA	NA	NA	4396,96998722861	209,114942528736	35	84
CN1ES	SCS 204 - Predileto	3	109	NA	NA	NA	NA	NA	3667,84482758621	205,586206896552	35	84
CN1ES	SCS 204 - Predileto	4	101	NA	NA	NA	NA	NA	3287,06896551724	229,034482758621	36	84
CH2ES	SCS 204 - Predileto	1	105	4	1	1	4	3	2838,08429118774	199,213793103448	29	82
CH2ES	SCS 204 - Predileto	2	105	5	1	1	4	4	3122,98850574713	212,275862068966	30	87
CH2ES	SCS 204 - Predileto	3	96	6	1	1	3	2	2896,40804597701	210,310344827586	29	87
CH2ES	SCS 204 - Predileto	4	105	4	1	2	4	3	2462,9054916986	199,445977011494	29	82
IT2ES	SCS 204 - Predileto	1	75	NA	1	NA	6	2	3131,9	194,1	35	85
IT2ES	SCS 204 - Predileto	2	78	NA	1	NA	5	2	2507,3	181,8	37	90
IT2ES	SCS 204 - Predileto	3	76	NA	1	NA	6	4	3264,8	224,7	38	93
IT2ES	SCS 204 - Predileto	4	77	NA	1	NA	6	3	3797,7	205,1	38	91
