"","local","rep","block","gen","ap","ae","acam","prolif","dec","prod"
"454",2,1,2,327,277,143,1,0,6,7156.12068965517
"455",2,1,2,269,315,155,1,0,5,6377.93103448276
"456",2,1,2,297,297,160,3,0,5,7453.44827586207
"457",2,1,3,272,279,127,5,0,5,7473.36206896552
"458",2,1,3,339,293,131,2,0,8,5451.03448275862
"459",2,1,3,276,274,130,1,0,3,7306.33620689655
"460",2,1,3,311,278,149,0,0,2,7327.58620689655
"461",2,1,3,252,292,158,2,0,4,7521.72413793103
"462",2,1,3,218,286,140,1,0,6,7515.94827586207
"463",2,1,3,334,299,155,2,2,5,8334.09482758621
"464",2,1,3,330,286,144,1,0,1,7261.46551724138
"465",2,1,3,244,289,145,2,0,5,5401.35057471264
"466",2,1,3,203,293,150,9,0,2,5849.35344827586
"467",2,1,3,310,284,140,8,0,0,5398.10344827586
"468",2,1,3,267,289,141,4,1,1,8070.51724137931
"469",2,1,4,213,252,127,1,0,4,7970.94827586207
"470",2,1,4,226,269,131,2,2,1,6023.27586206897
"471",2,1,4,337,275,142,1,0,2,6014.59770114943
"472",2,1,4,225,266,124,1,0,2,5980.84770114942
"473",2,1,4,250,267,111,1,0,2,6608.96551724138
"474",2,1,4,286,270,135,1,0,1,6469.89942528736
"475",2,1,4,253,266,122,1,0,7,7819.48275862069
"476",2,1,4,285,286,140,3,0,1,5413.00287356322
"477",2,1,4,314,274,128,2,0,3,7602.54310344828
"478",2,1,4,263,289,147,1,1,6,6363.36206896552
"479",2,1,4,283,299,152,2,0,1,5631.20689655173
"480",2,1,4,299,278,140,2,0,8,5373.79310344828
"481",2,1,5,270,287,151,1,0,3,7029.31034482759
"482",2,1,5,212,273,134,2,0,5,5894.65517241379
"483",2,1,5,316,284,131,1,0,3,6077.54310344828
"484",2,1,5,305,265,122,2,0,5,5951.4224137931
"485",2,1,5,278,284,131,5,2,3,7095.80459770115
"486",2,1,5,304,282,128,1,0,2,6785.96264367816
"487",2,1,5,325,273,131,1,0,6,7282.60057471264
"488",2,1,5,343,289,143,1,0,3,6484.91379310345
"489",2,1,5,273,276,133,0,0,6,6758.62068965517
"490",2,1,5,258,274,125,1,0,1,5865
"491",2,1,5,221,268,132,1,0,3,6430.43103448276
"492",2,1,5,323,262,126,0,0,1,7243.44827586207
"493",2,1,6,301,278,140,0,0,3,7102.24137931034
"494",2,1,6,324,259,125,0,1,1,5634.94252873563
"495",2,1,6,204,265,122,0,0,1,7381.83908045977
"496",2,1,6,208,283,140,0,0,1,6665.28735632184
"497",2,1,6,274,275,127,1,0,2,5860.57471264368
"498",2,1,6,275,278,129,1,1,2,7125.12068965517
"499",2,1,6,319,270,126,1,0,3,6572.84482758621
"500",2,1,6,288,266,127,2,0,1,6455.08620689655
"501",2,1,6,309,303,144,1,0,5,6869.52586206897
"502",2,1,6,210,270,111,2,0,6,6703.44827586207
"503",2,1,6,234,281,144,4,0,2,5885.63218390805
"504",2,1,6,329,293,141,4,0,4,5942.64367816092
"505",2,1,7,326,287,132,5,0,2,6377.02586206897
"506",2,1,7,232,286,131,0,0,3,7125.94827586207
"507",2,1,7,266,289,137,1,0,5,7040.22988505747
"508",2,1,7,261,274,123,1,1,1,6322.75862068966
"509",2,1,7,202,280,141,2,0,6,6493.53448275862
"510",2,1,7,262,265,136,0,1,4,7146.7816091954
"511",2,1,7,256,284,147,1,1,6,6838.63505747127
"512",2,1,7,228,286,130,0,0,1,5732.75862068966
"513",2,1,7,335,294,149,0,1,3,8582.04022988506
"514",2,1,7,224,289,135,0,0,4,6881.32183908046
"515",2,1,7,318,258,125,1,0,2,6500.74712643678
"516",2,1,7,295,280,138,1,0,2,7485.05747126437
"517",2,1,8,260,295,150,1,1,6,6578.44827586207
"518",2,1,8,219,287,130,1,1,7,6074.13793103448
"519",2,1,8,249,287,136,1,0,5,6494.51149425287
"520",2,1,8,206,282,121,0,0,3,6506.98275862069
"521",2,1,8,277,287,137,1,0,3,7576.79597701149
"522",2,1,8,308,275,130,0,0,3,7010.66091954023
"523",2,1,8,268,307,144,3,1,6,8671.03448275862
"524",2,1,8,205,283,128,5,0,3,3835.40229885057
"525",2,1,8,320,281,132,1,1,6,7835.30172413793
"526",2,1,8,342,291,148,2,0,3,6879.18103448276
"527",2,1,8,302,261,122,2,0,6,7858.83620689655
"528",2,1,8,259,281,122,1,0,2,6160.47413793103
"529",2,1,9,331,271,136,2,0,5,6713.41954022988
"530",2,1,9,237,273,132,3,0,4,6734.91379310345
"531",2,1,9,236,279,132,2,0,2,6232.5
"532",2,1,9,284,294,149,2,0,5,6973.79310344828
"533",2,1,9,279,287,147,2,0,1,6632.02586206897
"534",2,1,9,241,276,130,1,0,9,7660.91954022988
"535",2,1,9,265,293,134,1,0,4,8070.51724137931
"536",2,1,9,312,288,138,1,0,6,7802.35632183908
"537",2,1,9,328,263,130,0,0,6,7086.95402298851
"538",2,1,9,254,258,133,0,0,7,8496.50862068966
"539",2,1,9,223,266,124,0,0,3,6449.85632183908
"540",2,1,9,293,278,140,0,1,4,7497.54310344828
"541",2,1,10,344,282,137,0,0,8,7830
"542",2,1,10,307,269,128,2,2,3,5660.91954022988
"543",2,1,10,303,241,111,2,0,3,4917.52873563218
"544",2,1,10,222,274,127,1,0,3,7213.67816091954
"545",2,1,10,336,279,134,2,1,4,6968.40517241379
"546",2,1,10,287,293,146,0,1,8,7948.44827586207
"547",2,1,10,298,275,132,0,0,8,6979.52586206897
"548",2,1,10,292,291,143,0,0,0,6246.76724137931
"549",2,1,10,242,271,134,2,0,9,6566.66666666667
"550",2,1,10,315,283,128,2,0,2,7161.20689655172
"551",2,1,10,280,287,126,1,0,3,5226.40804597701
"552",2,1,10,340,296,140,0,0,4,4857.75862068966
"553",2,1,11,282,278,138,1,0,2,6540.99137931035
"554",2,1,11,338,271,124,0,1,6,6595.11494252874
"555",2,1,11,321,264,117,3,0,7,6379.02298850575
"556",2,1,11,214,276,131,2,0,4,8244.33908045977
"557",2,1,11,238,283,133,2,1,5,7232.70114942529
"558",2,1,11,235,289,134,0,1,5,8418.96551724138
"559",2,1,11,290,296,157,0,0,4,7831.85344827586
"560",2,1,11,332,289,146,0,0,7,8540.68965517241
"561",2,1,11,333,280,134,0,0,0,8412.12643678161
"562",2,1,11,227,295,145,1,0,4,5921.09195402299
"563",2,1,11,248,290,133,1,0,3,6612.3275862069
"564",2,1,11,264,288,144,0,0,7,8696.37931034483
"565",2,1,12,257,298,155,1,0,1,8842.44252873563
"566",2,1,12,230,294,138,0,1,0,6285.51724137931
"567",2,1,12,233,280,157,2,0,3,6315.51724137931
"568",2,1,12,322,282,142,2,0,5,8136.9683908046
"569",2,1,12,201,270,146,1,0,0,6679.78448275862
"570",2,1,12,281,305,163,0,0,5,6847.01149425287
"571",2,1,12,246,308,155,0,0,3,6416.66666666667
"572",2,1,12,247,316,162,1,0,5,6430.34482758621
"573",2,1,12,289,293,152,0,1,3,6246.25
"574",2,1,12,243,291,146,1,0,5,6145.8908045977
"575",2,1,12,209,283,130,1,0,3,6394.39655172414
"576",2,1,12,296,292,155,0,0,2,6788.3908045977
"577",2,2,13,261,304,152,5,0,6,6665.34482758621
"578",2,2,13,300,293,151,5,0,4,8120.68965517241
"579",2,2,13,222,289,141,1,0,3,5594.25287356322
"580",2,2,13,206,289,138,1,0,1,4705.58908045977
"581",2,2,13,225,288,133,1,0,1,5901.14942528736
"582",2,2,13,214,280,137,2,0,2,6402.84482758621
"583",2,2,13,305,283,132,2,0,0,4672.70114942529
"584",2,2,13,311,267,127,1,0,1,4437.15517241379
"585",2,2,13,322,280,141,2,0,0,5510.68965517241
"586",2,2,13,284,277,135,0,0,6,7435.87643678161
"587",2,2,13,291,279,126,1,0,1,6972.67241379311
"588",2,2,13,208,266,121,1,0,2,7115.45977011494
"589",2,2,14,318,265,127,0,0,5,7762.5
"590",2,2,14,269,277,132,0,0,3,7131.98275862069
"591",2,2,14,280,296,154,2,2,2,7327.48563218391
"592",2,2,14,302,276,137,0,0,0,7941.6091954023
"593",2,2,14,283,298,151,1,0,2,7489.22413793103
"594",2,2,14,248,267,124,0,1,4,7064.59770114943
"595",2,2,14,221,289,147,1,0,5,9350.7183908046
"596",2,2,14,310,262,125,9,0,3,6303.18965517241
"597",2,2,14,209,287,149,2,0,0,7077.84482758621
"598",2,2,14,223,281,134,1,0,2,7215
"599",2,2,14,240,288,135,5,1,2,8406.66666666667
"600",2,2,14,234,294,150,3,0,2,8760.12931034483
"601",2,2,15,326,271,133,3,1,2,9243.62068965517
"602",2,2,15,231,295,151,0,1,6,6906.46551724138
"603",2,2,15,344,291,149,1,0,2,7988.53448275862
"604",2,2,15,260,307,155,2,0,3,8498.27586206897
"605",2,2,15,213,260,124,3,0,2,7471.62356321839
"606",2,2,15,282,276,125,4,0,0,6582.44252873563
"607",2,2,15,270,267,136,3,1,1,7464.05172413793
"608",2,2,15,272,281,122,1,0,3,6587.58620689655
"609",2,2,15,257,246,121,0,0,5,6889.85632183908
"610",2,2,15,331,246,114,2,0,0,5699.77011494253
"611",2,2,15,239,225,106,1,0,2,5901.72413793103
"612",2,2,15,301,226,100,0,0,0,6141.19252873563
"613",2,2,16,266,259,132,3,0,3,5906.16379310345
"614",2,2,16,271,248,132,0,0,0,6989.88505747126
"615",2,2,16,303,220,101,1,1,2,6208.43390804598
"616",2,2,16,249,259,116,2,0,1,6803.52011494253
"617",2,2,16,337,248,115,2,0,2,5583.44827586207
"618",2,2,16,321,250,121,5,0,4,5619.1091954023
"619",2,2,16,316,249,110,1,1,5,6599.71264367816
"620",2,2,16,276,269,125,3,0,1,5910
"621",2,2,16,233,241,121,1,0,1,6511.26436781609
"622",2,2,16,236,295,135,0,0,6,7377.8591954023
"623",2,2,16,341,261,126,3,0,3,6359.85632183908
"624",2,2,16,204,277,134,0,0,3,7536.7816091954
"625",2,2,17,335,280,131,1,0,3,6964.89942528736
"626",2,2,17,217,261,125,1,0,2,4438.07471264368
"627",2,2,17,242,260,129,2,0,2,7333.04597701149
"628",2,2,17,320,260,131,0,0,2,6139.61206896552
"629",2,2,17,314,263,123,2,0,2,5859.31034482759
"630",2,2,17,333,260,125,0,0,1,5287.5
"631",2,2,17,273,258,122,1,0,4,7329.22413793103
"632",2,2,17,244,245,116,1,0,2,6574.15229885058
"633",2,2,17,289,262,128,3,0,1,5530.94827586207
"634",2,2,17,328,262,134,3,0,2,6388.96551724138
"635",2,2,17,220,260,124,2,0,2,7074.72701149425
"636",2,2,17,309,271,135,0,0,2,6822.75862068965
"637",2,2,18,262,272,123,0,0,2,6202.84482758621
"638",2,2,18,255,281,144,5,0,0,7154.31034482759
"639",2,2,18,287,268,137,4,0,2,5428.96551724138
"640",2,2,18,308,253,126,0,1,3,7539.77011494253
"641",2,2,18,286,268,124,2,0,4,6494.74137931034
"642",2,2,18,235,273,123,1,0,2,5657.78735632184
"643",2,2,18,304,276,125,1,0,1,7316.89655172414
"644",2,2,18,218,280,128,0,0,5,7415.51724137931
"645",2,2,18,281,261,122,0,0,2,6186.86781609195
"646",2,2,18,241,266,135,1,1,5,6196.66666666667
"647",2,2,18,251,271,134,1,0,2,5866.93965517241
"648",2,2,18,275,259,121,1,0,9,6513.99425287356
"649",2,2,19,256,280,145,2,0,4,7956.89655172414
"650",2,2,19,306,294,151,3,0,6,7157.09770114943
"651",2,2,19,298,258,120,2,0,1,7259.09482758621
"652",2,2,19,268,272,139,1,0,1,8095.86206896552
"653",2,2,19,253,253,136,0,0,1,5464.31034482759
"654",2,2,19,290,259,140,0,0,3,8342.35632183908
"655",2,2,19,325,276,131,1,0,2,8940.58908045977
"656",2,2,19,334,280,138,1,0,1,6817.1408045977
"657",2,2,19,246,289,139,0,0,5,8016.20689655172
"658",2,2,19,265,291,143,0,0,3,5844.05172413793
"659",2,2,19,215,289,143,2,0,3,5874.56896551724
"660",2,2,19,319,260,129,0,0,2,6350.86206896552
"661",2,2,20,224,287,143,1,1,2,7511.72413793103
"662",2,2,20,327,291,152,0,0,5,7958.87931034483
"663",2,2,20,315,289,150,0,0,6,8738.95114942529
"664",2,2,20,342,280,137,1,0,3,8830.74712643678
"665",2,2,20,263,273,127,0,0,3,6160.86206896552
"666",2,2,20,227,267,133,0,0,3,7246.26436781609
"667",2,2,20,258,278,136,0,1,2,6809.91379310345
"668",2,2,20,203,256,131,0,0,4,6992.81609195402
"669",2,2,20,243,290,145,0,0,3,8786.13505747126
"670",2,2,20,254,252,128,0,1,7,8244.16666666667
"671",2,2,20,294,282,134,1,0,3,5895.76149425287
"672",2,2,20,210,283,128,0,1,5,7843.62068965517
"673",2,2,21,295,287,136,0,0,4,6845.57471264368
"674",2,2,21,297,274,133,0,0,3,6564.43965517241
"675",2,2,21,340,297,151,0,1,5,9189.06609195402
"676",2,2,21,259,280,135,1,0,3,7630.45977011494
"677",2,2,21,299,271,124,0,0,1,6730.14367816092
"678",2,2,21,264,277,145,0,0,4,8673.56321839081
"679",2,2,21,323,274,134,0,1,3,7819.48275862069
"680",2,2,21,267,298,151,0,0,2,7864.13793103448
"681",2,2,21,296,284,139,0,1,3,7543.79310344828
"682",2,2,21,293,285,142,3,0,0,6759.69827586207
"683",2,2,21,216,278,133,0,0,2,7591.37931034483
"684",2,2,21,329,287,146,0,0,2,6617.38505747126
"685",2,2,22,202,266,124,1,1,3,7487.3275862069
"686",2,2,22,317,291,143,0,0,4,6564.71264367816
"687",2,2,22,336,300,142,0,1,5,6509.09482758621
"688",2,2,22,277,291,153,0,0,2,7282.60057471264
"689",2,2,22,250,307,138,0,0,3,5673.20402298851
"690",2,2,22,238,294,153,1,0,2,7744.13793103448
"691",2,2,22,278,296,145,0,0,3,7993.47701149425
"692",2,2,22,252,285,148,0,0,4,7534.19540229885
"693",2,2,22,201,283,134,0,0,2,7388.75
"694",2,2,22,279,272,140,0,0,2,5844.95689655172
"695",2,2,22,211,282,142,0,0,6,8280.66091954023
"696",2,2,22,274,279,139,1,1,2,7366.52298850575
"697",2,2,23,232,280,144,9,2,7,7008.70689655172
"698",2,2,23,207,288,147,0,1,7,8158.62068965517
"699",2,2,23,307,283,143,0,0,4,7986.4367816092
"700",2,2,23,219,291,143,0,0,3,7301.20689655173
"701",2,2,23,226,277,140,1,1,3,10244.5402298851
"702",2,2,23,338,245,135,0,0,7,8574.08045977011
"703",2,2,23,212,288,150,0,0,1,7777.44252873563
"704",2,2,23,339,289,137,0,0,2,6364.36781609195
"705",2,2,23,230,298,151,0,0,5,7685.1724137931
"706",2,2,23,237,292,153,0,1,5,10749.5689655172
"707",2,2,23,229,270,133,1,0,5,6620.34482758621
"708",2,2,23,324,292,150,0,0,1,8418.79310344828
"709",2,2,24,228,302,153,0,1,6,8289.56896551724
"710",2,2,24,245,312,162,0,0,2,6888.36206896552
"711",2,2,24,292,295,137,0,0,0,6377.64367816092
"712",2,2,24,205,298,148,0,0,1,6735.51724137931
"713",2,2,24,285,316,167,0,0,1,8125
"714",2,2,24,332,282,146,0,0,3,8001.72413793104
"715",2,2,24,343,301,153,0,0,1,7106.66666666667
"716",2,2,24,330,293,145,0,0,0,6741.98275862069
"717",2,2,24,247,295,150,0,0,2,4453.41954022989
"718",2,2,24,312,292,146,0,0,2,5660.25862068966
"719",2,2,24,313,310,156,0,0,2,8273.67816091954
"720",2,2,24,288,294,148,0,0,2,8055.94827586207
"721",2,3,25,318,287,139,1,0,2,4753.66379310345
"722",2,3,25,271,275,136,2,1,3,7650
"723",2,3,25,307,270,137,0,0,1,7357.29885057471
"724",2,3,25,308,266,123,2,0,5,7742.62931034483
"725",2,3,25,250,281,131,0,1,6,7076.69540229885
"726",2,3,25,290,282,141,0,0,3,8164.18103448276
"727",2,3,25,343,284,142,0,0,3,7613.70689655173
"728",2,3,25,267,285,146,1,0,1,5767.35632183908
"729",2,3,25,257,267,138,1,0,2,5474.36781609195
"730",2,3,25,254,252,131,2,0,3,6380.38793103448
"731",2,3,25,291,279,134,3,0,2,6673.73563218391
"732",2,3,25,309,280,147,2,2,3,5610
"733",2,3,26,335,288,144,0,0,0,7577.19827586207
"734",2,3,26,317,269,128,0,0,5,6560.05747126437
"735",2,3,26,222,287,135,0,0,3,5429.42528735632
"736",2,3,26,259,277,134,0,0,2,7353.23275862069
"737",2,3,26,253,261,135,2,0,7,7060.86206896552
"738",2,3,26,338,271,134,0,0,6,8214.59770114943
"739",2,3,26,270,278,131,2,0,4,7866.93965517241
"740",2,3,26,203,273,136,0,0,4,6066.17816091954
"741",2,3,26,233,271,130,0,0,10,9451.58045977011
"742",2,3,26,312,260,126,0,1,7,7049.48275862069
"743",2,3,26,240,293,148,2,1,2,8119.31034482759
"744",2,3,26,275,275,138,2,0,3,6387.09770114943
"745",2,3,27,261,237,89,1,0,1,2977.21264367816
"746",2,3,27,231,254,103,0,0,4,5416.69540229885
"747",2,3,27,298,243,97,0,0,2,5295.08620689655
"748",2,3,27,320,246,110,0,1,3,7704.95689655172
"749",2,3,27,337,273,139,0,0,1,7328.5775862069
"750",2,3,27,238,277,144,0,0,4,7860.86206896552
"751",2,3,27,258,270,127,0,0,2,7483.90804597701
"752",2,3,27,218,292,140,0,0,3,5916.6091954023
"753",2,3,27,247,292,146,0,1,4,7797.84482758621
"754",2,3,27,293,263,128,0,0,2,5033.56321839081
"755",2,3,27,229,275,138,0,0,3,7557.41379310345
"756",2,3,27,234,290,148,0,0,2,7214.22413793103
"757",2,3,28,262,267,132,0,0,5,6801.66666666667
"758",2,3,28,306,290,160,0,0,9,6671.25
"759",2,3,28,280,284,144,2,1,1,5460.25862068966
"760",2,3,28,342,283,156,0,0,1,7282.75862068965
"761",2,3,28,226,286,162,1,0,3,7438.44827586207
"762",2,3,28,214,285,152,0,0,3,7793.67816091954
"763",2,3,28,316,283,140,1,1,9,8865
"764",2,3,28,330,286,143,0,0,0,5308.83620689655
"765",2,3,28,201,268,132,2,1,1,6351.79597701149
"766",2,3,28,331,256,137,1,0,6,8338.90804597701
"767",2,3,28,220,256,131,0,0,0,6155.56034482759
"768",2,3,28,329,248,122,2,0,4,5434.55459770115
"769",2,3,29,232,266,129,2,0,1,6445.5459770115
"770",2,3,29,245,274,140,0,0,3,7073.10344827586
"771",2,3,29,336,275,146,0,1,4,7233.33333333333
"772",2,3,29,302,269,144,2,0,1,5087.93103448276
"773",2,3,29,213,267,127,0,0,2,6676.06321839081
"774",2,3,29,321,275,140,0,0,7,6984.31034482759
"775",2,3,29,323,278,135,0,0,0,6764.97126436782
"776",2,3,29,244,278,136,1,0,7,6094.12356321839
"777",2,3,29,243,275,145,0,0,4,7412.75862068966
"778",2,3,29,241,273,142,0,0,5,7730.87643678161
"779",2,3,29,215,274,145,0,0,2,6053.53448275862
"780",2,3,29,208,294,151,0,0,4,8105.63218390805
"781",2,3,30,224,278,132,0,0,3,6219.54022988506
"782",2,3,30,300,294,146,0,0,4,6072.08333333333
"783",2,3,30,287,282,128,0,0,2,5667.95977011494
"784",2,3,30,260,270,133,1,0,2,7315.73275862069
"785",2,3,30,283,282,134,1,0,1,5998.13218390805
"786",2,3,30,333,259,126,0,0,3,7840.76149425287
"787",2,3,30,325,281,141,0,0,4,6930.86206896552
"788",2,3,30,276,268,137,0,0,1,7420.51724137931
"789",2,3,30,230,275,138,0,0,3,6233.67816091954
"790",2,3,30,279,282,141,0,0,1,7197.75862068965
"791",2,3,30,216,268,108,0,0,6,7675.60344827586
"792",2,3,30,288,271,126,0,0,1,6315.66091954023
"793",2,3,31,256,292,150,1,1,2,7703.79310344828
"794",2,3,31,327,297,147,1,0,0,6744.13793103448
"795",2,3,31,303,279,142,0,0,2,6925.1724137931
"796",2,3,31,206,264,119,0,0,4,6867.64367816092
"797",2,3,31,285,268,131,1,0,2,5064.22413793103
"798",2,3,31,282,272,133,0,0,2,9231.66666666667
"799",2,3,31,304,283,139,0,0,3,8143.44827586207
"800",2,3,31,310,276,129,1,0,2,5957.25574712644
"801",2,3,31,296,273,144,0,0,1,6497.3275862069
"802",2,3,31,328,285,149,0,0,2,8474.12356321839
"803",2,3,31,211,279,141,0,0,1,6612.06896551724
"804",2,3,31,324,288,144,0,0,0,74137.7873563218
"805",2,3,32,295,279,137,0,1,5,7798.62068965517
"806",2,3,32,207,288,146,0,1,1,7813.53448275862
"807",2,3,32,242,282,149,0,0,2,7397.19827586207
"808",2,3,32,205,297,150,0,0,3,7282.60057471264
"809",2,3,32,225,297,148,0,0,2,4953.41954022989
"810",2,3,32,248,285,141,0,0,3,7876.50862068966
"811",2,3,32,278,279,136,0,0,2,8054.61206896552
"812",2,3,32,272,293,147,0,0,0,8043.9367816092
"813",2,3,32,246,288,134,1,1,7,6430.80459770115
"814",2,3,32,236,275,137,0,0,2,9414.79885057471
"815",2,3,32,251,261,128,0,1,2,6009.13793103448
"816",2,3,32,210,286,139,0,0,2,6071.49425287356
"817",2,3,33,266,288,142,0,0,4,6796.32183908046
"818",2,3,33,255,265,140,0,0,2,7783.47701149425
"819",2,3,33,292,287,152,0,0,1,7410.90517241379
"820",2,3,33,268,293,155,0,1,5,8471.25
"821",2,3,33,299,283,135,1,2,2,5864.94252873563
"822",2,3,33,227,308,165,2,1,4,8596.26436781609
"823",2,3,33,221,288,151,0,0,3,7954.8275862069
"824",2,3,33,339,295,148,0,0,2,6698.27586206897
"825",2,3,33,289,284,150,0,0,4,6874.48275862069
"826",2,3,33,284,290,152,0,0,3,8609.19540229885
"827",2,3,33,239,292,162,0,1,2,8158.62068965517
"828",2,3,33,274,290,149,0,0,4,6614.45402298851
"829",2,3,34,326,305,157,0,0,1,7670.64655172414
"830",2,3,34,217,281,138,0,0,11,8027.25574712644
"831",2,3,34,315,290,137,1,1,9,7041.43678160919
"832",2,3,34,277,303,158,0,0,2,7262.25574712644
"833",2,3,34,286,306,152,0,0,5,7387.06896551724
"834",2,3,34,264,296,151,0,0,6,6613.5775862069
"835",2,3,34,305,293,154,1,1,5,7351.63793103448
"836",2,3,34,334,286,156,0,0,3,7515.94827586207
"837",2,3,34,209,286,151,0,1,4,8682.81609195402
"838",2,3,34,237,297,164,0,0,5,8662.81609195402
"839",2,3,34,313,293,147,0,0,4,6991.63793103448
"840",2,3,34,204,280,132,0,0,6,6742.1551724138
"841",2,3,35,228,285,143,1,0,2,7167.19827586207
"842",2,3,35,269,303,158,0,0,2,7391.68103448276
"843",2,3,35,340,290,160,1,1,8,9216.55172413793
"844",2,3,35,249,294,153,0,0,1,7243.44827586207
"845",2,3,35,314,287,144,1,0,1,6770.68965517241
"846",2,3,35,235,289,157,0,0,3,9297.24137931035
"847",2,3,35,212,294,160,1,0,2,7974.06609195402
"848",2,3,35,252,290,167,1,1,5,7394.81321839081
"849",2,3,35,322,289,150,0,0,4,9035.12931034483
"850",2,3,35,265,299,154,0,1,3,8027.18390804598
"851",2,3,35,294,286,158,0,0,1,7273.27586206897
"852",2,3,35,301,303,161,1,0,2,7003.30459770115
"853",2,3,36,319,307,155,0,0,4,7415.51724137931
"854",2,3,36,341,307,167,0,0,7,8364.26724137931
"855",2,3,36,223,292,157,1,0,0,4562.70114942529
"856",2,3,36,281,284,146,1,0,2,6971.76724137931
"857",2,3,36,311,290,157,0,0,1,6858.62068965517
"858",2,3,36,273,279,145,0,1,6,6937.06896551724
"859",2,3,36,332,299,150,1,0,3,5628.26149425287
"860",2,3,36,263,294,153,0,1,7,5649.78448275862
"861",2,3,36,219,307,159,1,0,7,8297.41379310345
"862",2,3,36,344,288,158,1,0,4,10310.591954023
"863",2,3,36,297,296,158,0,0,6,7086.4224137931
"864",2,3,36,202,291,164,0,0,5,7130.25862068966
